DOI,Composition,Alloy_or_not,Pt_or_not,Weight_ratio (wt%),Particle_size (nm),Surface_area (m2/g),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV)
12.1039/c5ee02460a,FeCo,1,0,5.5,15,89.2,3.08,0.3,10,364
11.1039/c5ee02460a,FeCo,1,0,6.42,15,80.9,4.54,0.3,10,287
10.3390/ma13071513,Pt,0,1,18.94,5,527,6.26,0.3,10,47
10.3390/ma13071513,Pt,0,1,18.94,5,527,6.26,0.3,20,71
10.3390/ma13071513,Pt,0,1,18.94,5,527,6.26,0.3,40,118
10.3390/ma13071513,Pt,0,1,18.94,5,527,6.26,0.3,50,140
10.3390/ma13071513,Pt,0,1,18.7,4,527,6.98,0.3,10,31
10.3390/ma13071513,Pt,0,1,18.7,4,527,6.98,0.3,20,47
10.3390/ma13071513,Pt,0,1,18.7,4,527,6.98,0.3,40,79
10.3390/ma13071513,Pt,0,1,18.7,4,527,6.98,0.3,50,93
10.3389/fmats.2019.00251,Pt,0,1,3.2,1.6,254,0,0.3,10,38
10.3389/fmats.2019.00251,Pt,0,1,3.2,1.6,254,0,0.3,20,54
10.3389/fmats.2019.00251,Pt,0,1,3.2,1.6,254,0,0.3,40,84
10.3389/fmats.2019.00251,Pt,0,1,7.1,1.5,254,0,0.3,10,24
10.3389/fmats.2019.00251,Pt,0,1,7.1,1.5,254,0,0.3,20,27
10.3389/fmats.2019.00251,Pt,0,1,7.1,1.5,254,0,0.3,40,32
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,100,182
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,80,169
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,60,151
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,50,145
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,40,138
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,20,121
10.1039/d1ta03704h,CoPdO,0,0,47.85,35.1,150.4,1,14,10,100
10.1039/d1ta03704h,CoPdO,0,0,7.21,35.1,239.7,1.4,14,20,368
10.1039/d1ta03704h,CoPdO,0,0,7.21,35.1,239.7,1.4,14,10,312
10.1039/d1ra05577a,RuPd,1,0,17.92,5.9,30.341,0,14,20,57.7
10.1039/d1ra05577a,RuPd,1,0,17.92,5.9,30.341,0,14,10,11.7
10.1039/d1ra05577a,Pd,0,0,16.52,5.9,17.782,0,14,20,400
10.1039/d1ra05577a,Pd,0,0,16.52,5.9,17.782,0,14,10,345
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,7.4,60,358
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,7.4,50,306
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,7.4,40,251
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,100,195
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,80,170
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,100,159
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,60,143
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,7.4,20,136
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,80,132
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,50,127
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,40,112
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,60,102
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,50,87
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,20,75
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,40,69
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,7.4,10,67
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,0.3,10,51
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,20,34
10.1039/d0ta02496a,RuCo,1,0,9.81,10,135.6,0.8,14,10,11
10.1039/d0se01516d,Pt,0,1,1.4,0.36,586.9,12.1,0.3,100,89.1
10.1039/d0se01516d,Pt,0,1,1.4,0.36,586.9,12.1,0.3,10,18.1
10.1039/c9ta07469d,Pt,0,1,1.7,1,490.8,18.8,0.3,10,49.1
10.1039/c9ta07469d,Pt,0,1,1.7,1,490.8,18.8,0.3,20,56
10.1039/c9ta07469d,Pt,0,1,1.7,1,490.8,18.8,0.3,40,64
10.1039/c9ta07469d,Pt,0,1,1.7,1,490.8,18.8,0.3,50,67
10.1039/c9ta07469d,Pt,0,1,1.7,1,490.8,18.8,0.3,100,83
10.1039/c9ta07469d,Pt,0,1,1.58,0.35,490.8,18.8,0.3,10,17
10.1039/c9ta07469d,Pt,0,1,1.58,0.35,490.8,18.8,0.3,20,26
10.1039/c9ta07469d,Pt,0,1,1.58,0.35,490.8,18.8,0.3,40,33
10.1039/c9ta07469d,Pt,0,1,1.58,0.35,490.8,18.8,0.3,50,37
10.1039/c9ta07469d,Pt,0,1,1.58,0.35,490.8,18.8,0.3,100,50
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,14,40,79
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,7.4,40,74
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,14,20,49
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,7.4,20,46
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,14,10,32
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,7.4,10,31
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,0.3,40,28
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,0.3,20,19
10.1039/c9ta05334d,RhCo,1,0,100,1.3,43.54,0,0.3,10,12.3
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,200,296
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,150,242
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,250,185
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,100,180
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,200,155
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,80,152
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,150,125
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,60,122
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,50,106
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,100,94.5
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,40,89
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,80,82
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,60,70
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,50,63
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,40,57
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,20,51
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,20,43
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,0.3,10,35
10.1039/c9ta04361f,IrNi,1,0,35.39,8.9,100.06,0,14,10,27
10.1039/c9ta04010b,Pt,0,1,0.21,4,92.85,0,0.3,10,110
10.1039/c9ta04010b,Pt,0,1,0.21,4,92.85,0,0.3,20,120
10.1039/c9ta04010b,Pt,0,1,0.21,4,92.85,0,0.3,40,195
10.1039/c9ta04010b,Pt,0,1,0.21,4,92.85,0,0.3,50,230
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,10,43
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,20,66
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,40,95
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,50,105
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,100,167
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,150,227
10.1039/c9ta04010b,Pt,0,1,19,3,92.85,0,0.3,200,296
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,10,34
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,20,50
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,40,77
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,50,90
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,100,157
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,150,219
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.3,200,288
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,10,30
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,20,65
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,40,91
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,50,103
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,100,169
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,150,233
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,1,200,307
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,10,31
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,20,61
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,40,87
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,50,99
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,100,164
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,150,226
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.7,200,291
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,10,32
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,20,58
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,40,81
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,50,94
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,100,152
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,150,211
10.1039/c9ta04010b,Pt,0,1,0.35,1,92.85,0,0.5,200,278
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,10,23
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,20,41
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,40,62
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,50,70
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,100,112
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,150,158
10.1039/c9ta04010b,Pt,0,1,0.34,1,89.4,0,0.3,200,201
10.1039/c9nj03675j,Pt,0,1,4.8,4.75,426,4.3,0.3,10,38
10.1039/c9nj03675j,Pt,0,1,4.8,4.75,426,4.3,0.3,20,50
10.1039/c9nj03675j,Pt,0,1,4.8,4.75,426,4.3,0.3,40,76
10.1039/c9nj03675j,Pt,0,1,4.8,4.75,426,4.3,0.3,50,89
10.1039/c9nj03675j,Pt,0,1,4.8,3.05,426,4.3,0.3,10,34
10.1039/c9nj03675j,Pt,0,1,4.8,3.05,426,4.3,0.3,20,44
10.1039/c9nj03675j,Pt,0,1,4.8,3.05,426,4.3,0.3,40,66
10.1039/c9nj03675j,Pt,0,1,4.8,3.05,426,4.3,0.3,50,75.6
10.1039/c9nj03675j,Pt,0,1,4.8,2.85,426,4.3,0.3,10,35
10.1039/c9nj03675j,Pt,0,1,4.8,2.85,426,4.3,0.3,20,47
10.1039/c9nj03675j,Pt,0,1,4.8,2.85,426,4.3,0.3,40,71
10.1039/c9nj03675j,Pt,0,1,4.8,2.85,426,4.3,0.3,50,83
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,100,134
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,80,122
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,60,108
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,50,100
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,40,91
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,20,65
10.1039/c9cy02285f,PtRu,1,1,3.9,1.6,1349,0,0.3,10,43.7
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,100,146
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,80,134
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,60,119
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,50,111
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,40,102
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,20,75.5
10.1039/c9cy02285f,PtRu,1,1,2.5,1.6,1349,0,0.3,10,55.3
10.1039/c9cy02285f,Pt,0,1,10,3.5,254,0,0.3,10,30
10.1039/c9cy02285f,Pt,0,1,5.2,1.6,1349,0,0.3,10,33
10.1039/c9cy02285f,Pt,0,1,5.2,1.6,1349,0,0.3,20,43
10.1039/c9cy02285f,Pt,0,1,5.2,1.6,1349,0,0.3,40,56
10.1039/c9cy02285f,Pt,0,1,5.2,1.6,1349,0,0.3,50,61
10.1039/c9cy02285f,Pt,0,1,5.2,1.6,1349,0,0.3,100,78
10.1039/c8sc04986f,Pt,0,1,3.8,2,500,18,0.3,10,39
10.1039/c8sc04986f,Pt,0,1,3.8,2,500,18,0.3,20,48
10.1039/c8sc04986f,Pt,0,1,3.8,2,500,18,0.3,40,64
10.1039/c8sc04986f,Pt,0,1,3.8,2,500,18,0.3,50,71
10.1039/c8sc04986f,Pt,0,1,3.8,2,500,18,0.3,100,104
10.1039/c8sc04986f,Pt,0,1,2.54,0.35,500,18,0.3,10,26
10.1039/c8sc04986f,Pt,0,1,2.54,0.35,500,18,0.3,20,34
10.1039/c8sc04986f,Pt,0,1,2.54,0.35,500,18,0.3,40,40
10.1039/c8sc04986f,Pt,0,1,2.54,0.35,500,18,0.3,50,43
10.1039/c8sc04986f,Pt,0,1,2.54,0.35,500,18,0.3,100,53
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,0.3,10,12
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,0.3,20,20
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,0.3,40,30
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,0.3,50,37
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,14,10,7
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,14,20,16
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,14,40,31
10.1039/c8ee02888e,Pt,0,1,0.44,0.35,900,2.75,14,50,38
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,100,145.3
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,80,132.1
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,60,115.6
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,50,105.7
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,40,93.6
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,20,65
10.1039/c8ee00402a,PtRu,1,1,5.24,5.12,105.2,0,0.3,10,46.6
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,100,43.1
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,80,39.6
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,60,35.2
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,50,31.9
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,40,29.7
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,20,24.2
10.1039/c8ee00402a,PtRu,1,1,4.42,2.57,630.3,0,0.3,10,19.7
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,100,61.8
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,80,53.9
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,60,46.2
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,50,40.7
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,40,37.4
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,20,25.3
10.1039/c8ee00402a,Pt,0,1,19.82,2.84,259.8,0,0.3,10,19.5
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,100,166.4
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,80,150.8
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,60,134.3
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,50,123.3
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,40,112.2
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,20,82.6
10.1039/c8ee00402a,Ru,0,0,4.31,2.65,603.8,0,0.3,10,58.1
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,100,274
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,80,258
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,60,239
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,50,226
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,40,212
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,20,164
10.1039/c7ta03629a,CoNiO,0,0,36.69,15,128.7,2.69,14,10,94
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,100,367
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,80,331
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,60,289
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,50,268
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,40,245
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,20,180
10.1039/c7ta03629a,NiO,0,0,14.55,39.1,208.9,1.34,14,10,108
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,100,419
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,80,402
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,60,379
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,50,370
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,40,355
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,20,303
10.1039/c7ta03629a,CoO,0,0,15.98,32.8,108.4,1.64,14,10,225
10.1039/c6ta06975d,CoNiP,0,0,100,5.35,17.3,0,0.3,50,225
10.1039/c6ta06975d,CoNiP,0,0,100,5.35,17.3,0,0.3,40,218.6
10.1039/c6ta06975d,CoNiP,0,0,100,5.35,17.3,0,0.3,20,197
10.1039/c6ta06975d,CoNiP,0,0,100,5.35,17.3,0,0.3,10,165
10.1039/c6ta06975d,CoNiP,0,0,78.06,5.35,31.1,0,0.3,50,171
10.1039/c6ta06975d,CoNiP,0,0,78.06,5.35,31.1,0,0.3,40,163
10.1039/c6ta06975d,CoNiP,0,0,78.06,5.35,31.1,0,0.3,20,135
10.1039/c6ta06975d,CoNiP,0,0,78.06,5.35,31.1,0,0.3,10,111.8
10.1039/c6ta06975d,CoNiP,0,0,64,5.35,49.2,0,0.3,50,156.4
10.1039/c6ta06975d,CoNiP,0,0,64,5.35,49.2,0,0.3,40,148
10.1039/c6ta06975d,CoNiP,0,0,64,5.35,49.2,0,0.3,20,125.6
10.1039/c6ta06975d,CoNiP,0,0,64,5.35,49.2,0,0.3,10,101
10.1039/c6ta06975d,CoNiP,0,0,41.57,5.35,68.8,0,0.3,50,148
10.1039/c6ta06975d,CoNiP,0,0,41.57,5.35,68.8,0,0.3,40,141
10.1039/c6ta06975d,CoNiP,0,0,41.57,5.35,68.8,0,0.3,20,118.8
10.1039/c6ta06975d,CoNiP,0,0,41.57,5.35,68.8,0,0.3,10,104
10.1039/c6ta06975d,CoNiP,0,0,43.52,4.52,64.3,0,0.3,50,164
10.1039/c6ta06975d,CoNiP,0,0,43.52,4.52,64.3,0,0.3,40,156.8
10.1039/c6ta06975d,CoNiP,0,0,43.52,4.52,64.3,0,0.3,20,135.4
10.1039/c6ta06975d,CoNiP,0,0,43.52,4.52,64.3,0,0.3,10,117.6
10.1039/c6ta06975d,CoNiP,0,0,38.68,3.65,43.1,0,0.3,50,221
10.1039/c6ta06975d,CoNiP,0,0,38.68,3.65,43.1,0,0.3,40,208.8
10.1039/c6ta06975d,CoNiP,0,0,38.68,3.65,43.1,0,0.3,20,169.8
10.1039/c6ta06975d,CoNiP,0,0,38.68,3.65,43.1,0,0.3,10,145
10.1039/c5ee02460a,FeCo,1,0,8.84,15,66.2,8.22,0.3,10,262
10.1039/c4fd00123k,Fe,0,0,8,15,453,4.2,0.3,10,396
10.1038/s41467-019-12851-w,Pt,0,1,4,1.56,1135,12,0.3,10,11
10.1038/s41467-019-12851-w,Pt,0,1,4,1.56,1135,12,0.3,20,13.4
10.1038/s41467-019-12851-w,Pt,0,1,4,1.56,1135,12,0.3,40,17
10.1038/s41467-019-12851-w,Pt,0,1,4,1.56,1135,12,0.3,50,17.4
10.1038/s41467-019-12851-w,Pt,0,1,4,0.35,1135,12,0.3,10,53
10.1038/s41467-019-12851-w,Pt,0,1,4,0.35,1135,12,0.3,20,77.5
10.1038/ncomms14969,RuCo,1,0,62.92,28.38,41.37,3.51,14,100,218
10.1038/ncomms14969,RuCo,1,0,62.92,28.38,41.37,3.51,14,10,28
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,80,337
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,60,317
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,50,304
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,40,287
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,20,233
10.1021/jacs.0c06960,NiCu,1,0,20.35,14.51,157,0,0.3,10,186
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,80,535
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,60,511
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,50,501
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,40,486
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,20,443
10.1021/jacs.0c06960,NiCu,1,0,23.73,11.58,157,0,0.3,10,400
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,80,477
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,60,457
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,50,440
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,40,424
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,20,376
10.1021/jacs.0c06960,NiCu,1,0,22,9.76,157,0,0.3,10,334
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,80,583
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,60,564
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,50,555
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,40,543
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,20,508
10.1021/jacs.0c06960,Cu,0,0,19.26,21.04,157,0,0.3,10,471
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,80,553
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,60,536
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,50,522
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,40,512
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,20,472
10.1021/jacs.0c06960,Ni,0,0,30.24,13.86,157,0,0.3,10,437
10.1021/acssuschemeng.9b02426,CoFe,1,0,29.4,21,271,3.25,14,60,378
10.1021/acssuschemeng.9b02426,CoFe,1,0,29.4,21,271,3.25,14,50,358
10.1021/acssuschemeng.9b02426,CoFe,1,0,29.4,21,271,3.25,14,40,333
10.1021/acssuschemeng.9b02426,CoFe,1,0,29.4,21,271,3.25,14,20,276
10.1021/acssuschemeng.9b02426,CoFe,1,0,29.4,21,271,3.25,14,10,230
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,7.4,60,370
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,7.4,50,312
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,7.4,40,259
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,14,50,123
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,0.3,50,123
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,7.4,20,123
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,14,40,100
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,0.3,40,100
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,14,20,50
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,0.3,20,50
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,7.4,10,49
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,14,10,21
10.1021/acssuschemeng.9b02126,RuCo,1,0,20.3,10,712,0,0.3,10,21
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,7.4,10,709
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,0.3,20,552
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,0.3,10,414
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,14,40,271
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,14,20,186
10.1021/acssuschemeng.9b02126,Co,0,0,18.5,10,1262,0,14,10,127
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,10,970,0,7.4,60,429
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,10,970,0,7.4,50,362
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,10,970,0,7.4,40,294
